LookupCode,AccountName,ActivityCode,Description,WhoOwnerCode,FollowupStartDate,Association,Aging Status
999SIXT-02,999 Sixteenth Street Owners Association,CORR,amend mailing,MILZA1,4/8/2021,Policy - CPKG - CBP2120087 00,Overdue
99RAUSC-01,99 Rausch Owners Association,REQF,Request for Financials - 99 Rausch Owners Association,GIALE1,11/3/2021,Account - 99 Rausch Owners Association,Overdue
ABERCOM-01,Aberdeen Community Association,*BRN,Change Branch for Account,DISDA1,1/10/2022,Account - Aberdeen Community Association,Overdue
ABIGHOM-01,Abigail Homeowners Association,INVC,ABIGHOM-01 - Invoice Generated,TSUME1,1/17/2022,Account - Abigail Homeowners Association,Overdue
ACACKNO-01,Acacia Knolls HOA,ADOP,Add Opportunity,LINBR1,5/22/2021,Opportunities,Overdue
ADELGAR-02,Adelaide Gardens HOA,REQF,Request for Financials - Adelaide Gardens HOA,GIALE1,11/26/2021,Account - Adelaide Gardens HOA,Overdue
ADERCON-01,Aderra Condo Association,REVI,replacing all AC units + (below),SMIJO1,11/29/2021,Policy - CPKG - 680-1N883314,Overdue
AERIENC-01,Aerium Encore Condo Assoc,REVI,ck for # of units,SMIJO1,5/3/2021,Policy - CPKG - PHPK2166003,Overdue
AFFIHOM-01,Affinity Homeowners Assn,CALL,12-07 Renewal,LABCU1,9/3/2019,Account - Affinity Homeowners Assn,Overdue
AGAVCOM-03,Agave Community Association,ACLM,Added claim for DOL 1/13/2022,UNDAM1,1/18/2022,Claim - Jan  9 2022 12:00AM - 10341,Overdue
AGAVCOU-01,Agave Court HOA,REQF,Request for Financials - Agave Court HOA,GIALE1,12/12/2021,Account - Agave Court HOA,Overdue
AGAVCOU-01,Agave Court HOA,REVI,Review coverage limits for REN,FITME1,11/27/2021,Policy - CPKG - PHPK2065953,Overdue
AGAVHEI-01,Agave Heights Community Asn In,REQF,Request for Financials - Agave Heights Community Asn In,GIALE1,11/23/2021,Account - Agave Heights Community Asn In,Overdue
AGUARAN-01,Aguacate Ranch Community Association,*DIS,Create Disclosure Statement - Aguacate Ranch Community Association,MAVMA1,1/10/2022,Account - Aguacate Ranch Community Association,Overdue
AIRPOAK-01,Airport Oaks,CS24,CSR24 Agency Cert: Common Interest Inc,CADJE1,7/12/2021,Account - Airport Oaks,Overdue
AIRPOAK-01,Airport Oaks,CS24,CSR24 Agency Cert: Common Interest Inc,CADJE1,7/12/2021,Account - Airport Oaks,Overdue
ALAMASS-01,Alamos Association,REQF,Request for Financials - Alamos Association,GIALE1,1/17/2022,Account - Alamos Association,Overdue
ALAMASS-01,Alamos Association,REVI,Review coverage limits for REN,ARRCA1,1/10/2022,Policy - CPKG - CAU508080,Overdue
ALAMPOI-02,Alameda Point Owners Association,APOL,Added CPKG policy effective 10/26/2020,CANCR1,4/23/2021,Policy - CPKG - RDN0006055-00,Overdue
ALARVIL-01,Alarcon Villas HOA Inc.,REQF,Request for Financials - Alarcon Villas HOA Inc.,GIALE1,11/22/2021,Account - Alarcon Villas HOA Inc.,Overdue
ALARVIL-01,Alarcon Villas HOA Inc.,REVI,Review coverage limits for REN,ARRCA1,11/7/2021,Policy - CPKG - CAU506226,Overdue
ALDEHOM-01,Aldea Homeowners Association,RNWL,Review and propose pckg policy,LOPVI1,1/3/2022,Account - Aldea Homeowners Association,Overdue
ALDEMAI-01,Aldea Maintenance Association,CALL,5/22 signed proposal and D&O app here?,THIMA1,5/28/2021,Account - Aldea Maintenance Association,Overdue
ALEGAND-01,Alegre and Aldea at Paseo Del,CS24,CSR24 Agency Cert: Menas Realty Company,CADJE1,7/22/2021,Account - Alegre and Aldea at Paseo Del,Overdue
ALEGAND-01,Alegre and Aldea at Paseo Del,CS24,CSR24 Agency Cert: Menas Realty Company,CADJE1,7/26/2021,Account - Alegre and Aldea at Paseo Del,Overdue
ALEGATS-01,Alegria at Spanish Walk HOA,EXDT,Exdate follow-up,LINBR1,3/19/2019,Account - Alegria at Spanish Walk HOA,Overdue
ALEXHEI-01,Alexis Heights Unit Owners Association,CLRC,Close/Reopen Claim,FISTI1,10/1/2021,Claim - Jul 20 2021 12:00AM - 9359,Overdue
ALEXHEI-01,Alexis Heights Unit Owners Association,CLRC,Close/Reopen Claim,FISTI1,10/29/2021,Claim - Aug 21 2021 12:00AM - 9605,Overdue
ALEXHEI-01,Alexis Heights Unit Owners Association,RPRM,Revised premium,HYCLE1,10/26/2021,Trans 70685 - PFEE - Policy Fee for Umbrella,Overdue
ALISCOM-01,Alisanos Community Assn.,REVI,Review coverage limits for REN,FITME1,12/1/2021,Policy - CPKG - 2824928,Overdue
ALISCOM-02,Alisio Community Association,APOL,Added CPKG policy effective 5/14/2020,CANCR1,5/3/2021,Policy - CPKG - PAC3136860-00,Overdue
ALISCRE-01,Aliso Creekside H.O.A.,ADOP,Add Opportunity,TAHNI1,3/27/2021,Opportunities,Overdue
ALMOPLA-01,Almont Plaza HOA,RNWL,Renewal of  effective,ROBJO1,11/20/2021,Account - Almont Plaza HOA,Overdue
ALPHMAN-04,Alpha Manor Condominium Assn,CS24,CSR24 Agency Cert: Paragon Equities,CADJE1,7/14/2021,Account - Alpha Manor Condominium Assn,Overdue
ALPHMAN-04,Alpha Manor Condominium Assn,REVI,Review coverage limits for REN,CADJE1,5/14/2021,LOB - WCOM - 2020010633313Y,Overdue
ALTAIRV-02,Altair Irvine Master Association,*DIS,Create Disclosure Statement - Altair Irvine Master Association,MAVMA1,11/2/2021,Account - Altair Irvine Master Association,Overdue
ALTALOF-02,Alta Lofts Homeowners Association,ADOP,Add Opportunity,HYCLE1,1/12/2022,Opportunities,Overdue
ALTAMAR-02,Alta Mar Maintenance Corporation,RNWL,Renewal of  effective,HYCLE1,1/1/2022,Account - Alta Mar Maintenance Corporation,Overdue
ALTAVIS-06,Alta Vista Village Community Association,REQF,Request for Financials - Alta Vista Village Community Association,GIALE1,12/27/2021,Account - Alta Vista Village Community Association,Overdue
ALTAVIS-06,Alta Vista Village Community Association,REVI,Review coverage limits for REN,THIMA1,12/10/2021,Policy - CPKG - 2824234,Overdue
ALTAVIS-09,Alta Vista Condominium HOA,RNWL,REVI,ARRCA1,9/13/2021,Account - Alta Vista Condominium HOA,Overdue
ALTE&CA-01,Alterra & Castile Neighborhood Association,APOL,Added MOTE policy effective 12/1/2021,AVEMI1,12/3/2021,Policy - MOTE - ENROLLMENT ONLY,Overdue
ALTHCOU-01,Althea Court HOA,REQF,Request for Financials - Althea Court HOA,GIALE1,1/10/2022,Account - Althea Court HOA,Overdue
ALTOMAI-01,Altoliva Maintenance Corporation,*DIS,Create Disclosure Statement - Altoliva Maintenance Corporation,MAVMA1,11/19/2021,Account - Altoliva Maintenance Corporation,Overdue
ALUMCRE-01,Alum Creek Patio Homes HOA,@ADC,Address Applied to Other Items,NICTR1,10/21/2021,Account - Alum Creek Patio Homes HOA,Overdue
ALVACOM-01,Alvarado Community Association Inc,REQF,Request for Financials - Alvarado Community Association Inc,GIALE1,12/16/2021,Account - Alvarado Community Association Inc,Overdue
AMADHOM-01,Amado Homeowners Association,ADOP,Add Opportunity,TAHNI1,6/20/2021,Opportunities,Overdue
AMADPOI-01,Amador Pointe at Emerald Vista,@ADC,Address Applied to Other Items,HYCLE1,1/18/2022,Account - Amador Pointe at Emerald Vista,Overdue
AMADPOI-01,Amador Pointe at Emerald Vista,RENR,Renewal of Worker's Compensation effective 2/8/2022,HYCLE1,1/19/2022,Policy - WCOM - 2022010728394,Overdue
AMADPOI-01,Amador Pointe at Emerald Vista,RNWL,Renewal of  effective,HYCLE1,12/1/2021,Account - Amador Pointe at Emerald Vista,Overdue
AMALHOA-02,Amalfi HOA,REQF,Request for Financials - Amalfi HOA,GIALE1,11/1/2021,Account - Amalfi HOA,Overdue
AMBEMAN-03,*Amberwood Manor Association,*QTE,PMA crime $500 000,BRULE1,11/6/2021,Account - *Amberwood Manor Association,Overdue
AMBEMAN-03,*Amberwood Manor Association,ADOP,Vision Account PUD $2471 Prm,BRULE1,11/17/2021,Opportunities,Overdue
AMBETRE-01,Amber Tree HOA,APOL,Added CUMB policy effective 7/18/2021,AVEMI1,7/19/2021,Policy - CUMB - USL00656920U-67702-1,Overdue
AMBETRE-01,Amber Tree HOA,CHGL,Amend GL limits,AVEMI1,8/15/2021,Policy - CPKG - SNI0005817-00,Overdue
AMBEWOO-01,Amber Woods HOA,REVI,Review coverage limits for REN,THIMA1,12/28/2021,Policy - CPKG - PHPK2097095,Overdue
AMELSQU-01,Amelia Square HOA,APOL,Added CPKG policy effective 4/10/2021,TAHNI1,4/12/2021,Policy - CPKG - SN10005413-00,Overdue
AMELSQU-01,Amelia Square HOA,APOL,Added DOLI policy effective 4/10/2021,TAHNI1,4/12/2021,Policy - DOLI - PCAP028492-0121,Overdue
AMELSQU-01,Amelia Square HOA,APOL,Added CRIM policy effective 4/10/2021,TAHNI1,4/12/2021,Policy - CRIM - 4121010552281Y,Overdue
AMELSQU-01,Amelia Square HOA,APOL,Added WCOM policy effective 4/10/2021,TAHNI1,4/12/2021,Policy - WCOM - 2021010552281Y,Overdue
AMELSQU-01,Amelia Square HOA,APOL,Added CUMB policy effective 4/10/2021,TAHNI1,4/12/2021,Policy - CUMB - USL00656920U-65242-1,Overdue
AMERGAR-01,Americana Gardens,*QTE,Create and Attach Quote - [CARRIER] / [LINE],LINBR1,11/2/2021,Account - Americana Gardens,Overdue
AMERGAR-01,Americana Gardens,ADOP,Add Opportunity,LINBR1,11/5/2021,Opportunities,Overdue
AMETATP-02,Amethyst At Parasol Park Neighborhood Association,APOL,Added CPKG policy effective 6/7/2020,CANCR1,4/25/2021,Policy - CPKG - 680-008P816889,Overdue
AMHEPLA-01,Amherst Place HOA,APOL,Added MOTF policy effective 10/27/2021,ARRCA1,10/15/2021,Policy - MOTF - TBA,Overdue
AMHEPLA-01,Amherst Place HOA,CALU,Umb end to chg UL carrier info here?,ARRCA1,10/1/1930,Account - Amherst Place HOA,Overdue
AMHEPLA-01,Amherst Place HOA,RPOL,Package Policy Here?,ARRCA1,11/8/2021,Account - Amherst Place HOA,Overdue
AMITEST-01,Amity Estates HOA,ADOP,Add Opportunity,ADACO1,1/19/2022,Opportunities,Overdue
ANACHOA-02,Anacapa HOA,CALL,6/1 signed docs needed **ACE**,THIMA1,6/9/2021,Account - Anacapa HOA,Overdue
ANAHGAR-01,Anaheim Gardens HOA,REVI,Review coverage limits for REN,CADJE1,9/1/2021,LOB - EQKC - AMR6503101,Overdue
ANAHGAR-01,Anaheim Gardens HOA,REVI,Review coverage limits for REN,CADJE1,10/1/2021,LOB - BOP  - RDN0005579-00,Overdue
ANAHHIL-02,Anaheim Hills Estates Community Association,*DIS,Create Disclosure Statement - Anaheim Hills Estates Community Association,MAVMA1,11/10/2021,Account - Anaheim Hills Estates Community Association,Overdue
ANAHWES-01,Anaheim West HOA Inc.,APOL,Added EQKC policy effective 9/16/2021,ASACR1,9/16/2021,Policy - EQKC - TBD,Overdue
ANAHWES-01,Anaheim West HOA Inc.,REVI,Review coverage limits for REN,CADJE1,7/16/2021,Policy - BOP  - 6803G3606802042,Overdue
ANCHWES-01,Anchor West HOA,RNWL,Renewal of  effective,ROBJO1,1/11/2022,Account - Anchor West HOA,Overdue
ANDATOW-01,Andalucia Townhomes Comm Assoc,ADOP,Add Opportunity,LINBR1,1/15/2022,Opportunities,Overdue
ANDATOW-02,Andalucia Townhomes HOA,*M&S,Marshall and Swift,CADJE1,9/17/2021,Account - Andalucia Townhomes HOA,Overdue
ANDATOW-02,Andalucia Townhomes HOA,APOL,Added CPKG policy effective 9/13/2020,CANCR1,4/19/2021,Policy - CPKG - PHPK2175489,Overdue
ANDATOW-02,Andalucia Townhomes HOA,APOL,Added EQKC policy effective 9/13/2021,ASACR1,9/17/2021,Policy - MOTF - TBD,Overdue
ANDATOW-02,Andalucia Townhomes HOA,REVI,Review coverage limits for REN,CADJE1,7/13/2021,Policy - CPKG - PHPK2175489,Overdue
ANDE&CO-01,Anderson & Company,RNWL,Renewal of  effective,ROBJO1,1/1/2022,Account - Anderson & Company,Overdue
ANDOCOM-01,Andorra Community Association,RNWL,Package effective 4/3/2022,SMIJO1,1/1/2022,Policy - CPKG - CAU516097-1,Overdue
ANDOCOM-03,Andover Community Association,CS24,CSR24 Agency Cert: PowerStone Property Management,CADJE1,7/15/2021,Account - Andover Community Association,Overdue
ANDOCOM-03,Andover Community Association,REVI,Review coverage limits for REN,CADJE1,6/1/2021,Policy - CPKG - CACM0000001682,Overdue
ANDRHIL-05,*Andreas Hills Phase V,RNWL,start marketing package,HAYBE1,11/25/2021,Account - *Andreas Hills Phase V,Overdue
ANGECOU-01,Angel Court HOA,@ADC,Address Applied to Other Items,LINBR1,12/14/2021,Account - Angel Court HOA,Overdue
ANGECOU-01,Angel Court HOA,ADOP,Add Opportunity,LINBR1,12/17/2021,Opportunities,Overdue
ANTEHOA-01,Antelope HOA,REVI,Review coverage limits for REN,PEUNA1,12/1/2021,Policy - CPKG - PAC2545824-01,Overdue
ANTHCOU-01,Anthem Country Club Comm Assoc,*BRN,Change Branch for Account,DISDA1,1/10/2022,Account - Anthem Country Club Comm Assoc,Overdue
ANTIATE-01,Antigua at Eastlake HOA,CALU,Umb/CR/Excess CR/WC cancellations here?,ARRCA1,12/12/2021,Account - Antigua at Eastlake HOA,Overdue
ANTIATE-01,Antigua at Eastlake HOA,CPOL,Cancelled policy/line flat cancel  Eff: 11/25/2021,ARRCA1,11/5/2021,Policy - CRIM - 4121011292549Y,Overdue
ANTIATE-01,Antigua at Eastlake HOA,CPOL,Cancelled policy/line flat cancel Eff: 11/25/2021,ARRCA1,11/5/2021,Policy - WCOM - 2021011292549Y,Overdue
ANTIATE-01,Antigua at Eastlake HOA,CPOL,Cancelled policy/line flat cancel Eff: 11/25/2021,ARRCA1,11/5/2021,Policy - CUMB - USL00656920U-60168-2,Overdue
ANTIATE-01,Antigua at Eastlake HOA,CPOL,Cancelled policy/line flat cancel Eff: 11/25/2021,ARRCA1,11/5/2021,Policy - DOLI - PCAP026674-0220,Overdue
ANTIATE-01,Antigua at Eastlake HOA,CPOL,Cancelled policy/line flat cancel Eff: 11/25/2021,ARRCA1,11/5/2021,Policy - CPKG - 77A1008656-00,Overdue
ANTIATE-01,Antigua at Eastlake HOA,CPOL,Cancelled policy/line flat cancel Eff: 11/25/2021,ARRCA1,11/5/2021,Policy - CRIM - G71842514 002,Overdue
ANZADRI-02,Anza Drive I Maint Assn.,SBAP,Pkg/Umb pols here?,PEUNA1,11/8/2021,LOB - CRIM - 4120011121367Y,Overdue
ANZAMUT-01,Anza Mutual Water Company,DREN,need D&O & GL policies,SMIJO1,1/19/2022,Policy - DOLI - 106039026,Overdue
APACCOV-01,Apache/desert Cove Homeowners Association,*QTE,Philly D&O,BRULE1,12/31/2021,Account - Apache/desert Cove Homeowners Association,Overdue
APACCOV-01,Apache/desert Cove Homeowners Association,*QTE,PMA $240 000 Crime,BRULE1,12/31/2021,Account - Apache/desert Cove Homeowners Association,Overdue
APACCOV-01,Apache/desert Cove Homeowners Association,ADOP,AAM 2-1 W Famers 2417,BRULE1,1/3/2022,Opportunities,Overdue
APACCOV-01,Apache/desert Cove Homeowners Association,AMMK,REcd Info to quote 2022,BRULE1,1/3/2022,Master Marketing Submission,Overdue
APACWEL-02,Apache Wells II Patio Homes Home Owners' Association Inc.,CHGL,add limits,SMIJO1,10/22/2021,Policy - DOLI - 618816646,Overdue
APPLTRE-01,Apple Tree HOA Inc,RPOL,EQ policy here?,ARRCA1,9/4/2021,Account - Apple Tree HOA Inc,Overdue
AQUABEL-01,Aqua Bella Estates,*BRN,Change Branch for Account,HYCLE1,1/17/2022,Account - Aqua Bella Estates,Overdue
AQUABEL-01,Aqua Bella Estates,*CER,Create/update certificate - AQUABEL-01,HYCLE1,1/17/2022,Account - Aqua Bella Estates,Overdue
AQUABEL-01,Aqua Bella Estates,RENR,Renewal of Directors & Officers Liability effective 2/3/2022,HYCLE1,1/18/2022,Policy - DOLI - EPPE293208-04,Overdue
AQUABEL-01,Aqua Bella Estates,REQF,Request for Financials - Aqua Bella Estates,GIALE1,12/23/2021,Account - Aqua Bella Estates,Overdue
AQUACOM-01,Aqua Community Services,APOL,Added GLIA policy effective 12/12/2021,HYCLE1,12/6/2021,Policy - GLIA - TBD,Overdue
AQUAMAI-01,Aqua Maintenance Corporation,*CER,Create/update certificate - AQUAMAI-01,HYCLE1,1/11/2022,Account - Aqua Maintenance Corporation,Overdue
ARBOHOA-06,The Arbors HOA,REVI,Review coverage limits for REN,FITME1,12/19/2021,Policy - CPKG - PHPK2100302,Overdue
ARBOLAN-01,Arbor Lane HOA,CLRC,Close/Reopen Claim,FISTI1,11/17/2021,Claim - Aug 15 2021 12:00AM - 9811,Overdue
ARBOPAL-01,Arbor Palms Homeowners Association,APOL,Added MOTE policy effective 11/18/2021,HYCLE1,11/11/2021,Policy - MOTE - ENROLLMENT ONLY,Overdue
ARBOPAL-01,Arbor Palms Homeowners Association,CALU,download TRV end to inc ded to $5k,ARRCA1,3/11/2020,LOB - BOP  - 6805C1225371942,Overdue
ARBOROS-02,Arbor Rose Community Association,APOL,Added CPKG policy effective 7/25/2021,AVEMI1,7/29/2021,Policy - CPKG - SNI0005811-00,Overdue
ARBOROS-02,Arbor Rose Community Association,APOL,Added DOLI policy effective 7/25/2021,AVEMI1,7/29/2021,Policy - DOLI - PCAP029790-0121,Overdue
ARBOROS-02,Arbor Rose Community Association,APOL,Added CRIM policy effective 7/25/2021,AVEMI1,7/29/2021,Policy - CRIM - WIB-CI-10003226-00,Overdue
ARBOROS-02,Arbor Rose Community Association,APOL,Added CUMB policy effective 7/25/2021,AVEMI1,7/29/2021,Policy - CUMB - USL00656920U-67796-1,Overdue
ARBOROS-02,Arbor Rose Community Association,APOL,Added WCOM policy effective 7/25/2021,AVEMI1,7/29/2021,Policy - WCOM - 2021010598656Y,Overdue
ARCARES-01,Arcadia Residences Owners Assn,REQF,Request for Financials - Arcadia Residences Owners Assn,GIALE1,12/6/2021,Account - Arcadia Residences Owners Assn,Overdue
ARDEPAR-01,Arden Park HOA,RENR,Renewal of Worker's Compensation effective 2/1/2022,MARSA1,12/20/2021,Policy - WCOM - 2022010530824Y,Overdue
ARDEPAR-01,Arden Park HOA,RENR,Renewal of Crime/Fidelity Bond effective 2/1/2022,MARSA1,12/20/2021,Policy - CRIM - 4122010530824Y,Overdue
ARDEPAR-01,Arden Park HOA,RENR,Renewal of Directors & Officers Liability effective 2/1/2022,MARSA1,12/20/2021,Policy - DOLI - ADOAZF138669092-005,Overdue
ARDIHOA-02,Ardiente HOA,*BRN,Change Branch for Account,DISDA1,1/10/2022,Account - Ardiente HOA,Overdue
ARDIHOA-02,Ardiente HOA,CLRC,Close/Reopen Claim,FISTI1,10/6/2021,Claim - May 27 2021 12:00AM - 9289,Overdue
ARIAEST-01,Aria Estate Association,ADOP,Add Opportunity,TAHNI1,6/12/2021,Opportunities,Overdue
ARIZEST-03,Arizona Estates Community Association Inc.,ADOP,Add Opportunity,TAHNI1,4/29/2021,Opportunities,Overdue
ARIZSIL-01,Arizona Silverado Condo Assoc.,REVI,Review coverage limits for REN,FITME1,12/1/2021,Policy - CPKG - 2849701,Overdue
ARIZSUN-01,Arizona Sunset at Rita Ranch Association,REQF,Request for Financials - Arizona Sunset at Rita Ranch Association,GIALE1,1/17/2022,Account - Arizona Sunset at Rita Ranch Association,Overdue
ARLIEST-01,Arlington Estates Property Owners Association,*DIS,Create Disclosure Statement - Arlington Estates Property Owners Association,MAVMA1,10/31/2021,Account - Arlington Estates Property Owners Association,Overdue
ARMOPAR-01,Armory Park Del Sol HOA,REQF,Request for Financials - Armory Park Del Sol HOA,GIALE1,12/28/2021,Account - Armory Park Del Sol HOA,Overdue
ARMOPAR-01,Armory Park Del Sol HOA,REVI,Review coverage limits for REN,PEUNA1,12/28/2021,Policy - CPKG - 2825807,Overdue
ARMSRAN-01,Armstrong Ranch Community Association,*BRN,Change Branch for Account,DISDA1,1/10/2022,Account - Armstrong Ranch Community Association,Overdue
ARRICON-03,Arriva Condominium Association,CLRC,Close/Reopen Claim,FISTI1,10/14/2021,Claim - Nov 25 2020 12:00AM - 8192,Overdue
ARRICON-03,Arriva Condominium Association,RENR,Renewal of Property effective 2/7/2022,MARSA1,1/5/2022,Policy - CPKG - TBD,Overdue
ARRICON-03,Arriva Condominium Association,RNWL,acct effective 2/7/2022,SMIJO1,11/1/2021,Policy - CPKG - PHPK2232290,Overdue
ARROCRO-02,Arroyo Crossing HOA,REQF,Request for Financials - Arroyo Crossing HOA,GIALE1,12/16/2021,Account - Arroyo Crossing HOA,Overdue
ARROHOM-01,Arroyo Townhomes Owners Association,CPOL,Cancelled policy/line Lost policy Eff: 11/16/2021,MAVMA1,11/12/2021,Policy - CPKG - 6808P4062492142,Overdue
ARROHOM-01,Arroyo Townhomes Owners Association,DCAN,Policy cancellation downloaded,THIMA1,11/23/2021,Policy - CPKG - 6808P4062492142,Overdue
ARROHOM-01,Arroyo Townhomes Owners Association,RENR,Renewal of Property effective 11/16/2021,MAVMA1,11/13/2021,Policy - CPKG - N030PK0029-00,Overdue
ARROHOM-01,Arroyo Townhomes Owners Association,RNWL,Renewal of  effective,CABAL1,9/16/2021,Account - Arroyo Townhomes Owners Association,Overdue
ARROLAK-02,Arrowhead Lakes HOA,RPOL,Package Policy Here?,PEUNA1,12/24/2021,Account - Arrowhead Lakes HOA,Overdue
ARROMAD-01,Arroyo Madera Estates Condo,DREN,need pckg policy/send all to ins,SMIJO1,11/23/2021,Policy - CPKG - SNI0006224-00,Overdue
ARROMAI-01,Arroyo Maintenance Corporation,APOL,Added CPKG policy effective 1/1/2022,BOYJA1,1/15/2022,Policy - CPKG - CAU522143-1,Overdue
ARROMAI-01,Arroyo Maintenance Corporation,APOL,Added WCOM policy effective 1/1/2022,BOYJA1,1/15/2022,Policy - WCOM - 202201-05-09-19-0Y,Overdue
ARROMAI-01,Arroyo Maintenance Corporation,APOL,Added CRIM policy effective 1/1/2022,BOYJA1,1/15/2022,Policy - CRIM - 412201-05-09-19-0Y,Overdue
ARROMAI-01,Arroyo Maintenance Corporation,APOL,Added CRIM policy effective 1/1/2022,BOYJA1,1/15/2022,Policy - CRIM - G72561089 001,Overdue
ARROMAI-01,Arroyo Maintenance Corporation,APOL,Added CUMB policy effective 1/1/2022,BOYJA1,1/15/2022,Policy - CUMB - USL01482121U-72628-1,Overdue
ARROOFF-01,Arrowhead Office Suites,REQF,Request for Financials - Arrowhead Office Suites,GIALE1,11/16/2021,Account - Arrowhead Office Suites,Overdue
ARRORAN-04,Arrowhead Ranch Phase I Homeowners Association,*QTE,PMA Crime Quote $675 000,BRULE1,11/29/2021,Account - Arrowhead Ranch Phase I Homeowners Association,Overdue
ARRORAN-04,Arrowhead Ranch Phase I Homeowners Association,*QTE,Philly D&O quote,BRULE1,11/29/2021,Account - Arrowhead Ranch Phase I Homeowners Association,Overdue
ARRORAN-04,Arrowhead Ranch Phase I Homeowners Association,AMMK,Info recd to quote from AAM 1-1-2022,BRULE1,12/2/2021,Master Marketing Submission,Overdue
ARRORAN-04,Arrowhead Ranch Phase I Homeowners Association,APOL,Added WCOM policy effective 1/1/2022,GAMAU1,12/30/2021,Policy - WCOM - W2YH885561,Overdue
ARRORAN-04,Arrowhead Ranch Phase I Homeowners Association,SCAS,Submitted to Carrier Submitted to Lio Insurance for quote on,GAMAU1,1/11/2022,Carrier Submission,Overdue
ARRORAN-07,The Arrowhead Ranch Property Owners Association,REQF,Request for Financials - The Arrowhead Ranch Property Owners Association,GIALE1,11/18/2021,Account - The Arrowhead Ranch Property Owners Association,Overdue
